# TEST CONFIGURATION BEGIN
# RandomTreeGenerator(fraction_leaves_per_level=0.15, max_tree_depth=5, min_leaf_depth=3, n_cat_features=5, n_categories_per_cat_feature=5, n_classes=2, n_num_features=5, sample_random_state=None, tree_random_state=None)
# [ARSLVQ] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='adadelta', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [MEB$_5$] SWMEB eps: 0.1, kernelized: False, w_size: 5 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{50}$] SWMEB eps: 0.1, kernelized: False, w_size: 50 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{100}$] SWMEB eps: 0.1, kernelized: False, w_size: 100 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{300}$] SWMEB eps: 0.1, kernelized: False, w_size: 300 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['accuracy', 'model_size'], n_wait=200, output_file='_rand_tree_memory_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
10990,0.545556,0.585000,0.510833,0.535000,0.521019,0.470000,0.496111,0.455000,0.497870,0.570000,33.233398,51.997070,152.297852,208.356445,263.598633
11190,0.545273,0.530000,0.510909,0.515000,0.519545,0.440000,0.496909,0.540000,0.498727,0.545000,33.233398,59.149414,167.747070,212.926758,312.930664
11390,0.545446,0.555000,0.511875,0.565000,0.519018,0.490000,0.495804,0.435000,0.499286,0.530000,33.233398,69.942383,174.821289,223.422852,305.165039
11590,0.545175,0.530000,0.512544,0.550000,0.518421,0.485000,0.496842,0.555000,0.500088,0.545000,33.233398,57.731445,151.625977,174.274414,284.329102
11790,0.546034,0.595000,0.512586,0.515000,0.518621,0.530000,0.496724,0.490000,0.500345,0.515000,33.233398,62.375977,168.493164,241.997070,285.500977
11990,0.545339,0.505000,0.512203,0.490000,0.519068,0.545000,0.497458,0.540000,0.500508,0.510000,33.233398,59.200195,162.356445,197.571289,261.032227
12190,0.546083,0.590000,0.512667,0.540000,0.518750,0.500000,0.497417,0.495000,0.500750,0.515000,33.233398,65.481445,170.313477,205.165039,276.797852
12390,0.546803,0.590000,0.513443,0.560000,0.518443,0.500000,0.498115,0.540000,0.501066,0.520000,33.233398,64.094727,162.598633,187.739258,276.356445
12590,0.547661,0.600000,0.513226,0.500000,0.518468,0.520000,0.497177,0.440000,0.502339,0.580000,33.233398,60.938477,176.364258,211.129883,237.329102
12790,0.547222,0.520000,0.512460,0.465000,0.518413,0.515000,0.497460,0.515000,0.502778,0.530000,33.233398,61.196289,178.743164,214.637695,295.856445
12990,0.547266,0.550000,0.512109,0.490000,0.518203,0.505000,0.497891,0.525000,0.503828,0.570000,33.233398,65.840820,169.786133,213.825195,293.422852
