# TEST CONFIGURATION BEGIN
# ReoccuringDriftStream: First Stream: MIXEDGenerator - Drift Stream: MIXEDGenerator - alpha: 90.0 - position: 2000 - width: 1 -
# [ARSLVQ] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='adadelta', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [MEB] SWMEB eps: 0.1, kernelized: True, w_size: 5 only_mis: True kernel: <function elm_kernel_vec at 0xffffb2d558b0>
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['accuracy', 'model_size'], n_wait=200, output_file='_Mixed Generator_Mixed ' 'Generator_1000_1000_memory_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB],current_acc_[MEB],model_size_[ARSLVQ],model_size_[MEB]
29990,0.635201,0.865000,0.812752,0.810000,8.858398,27.862305
30190,0.634867,0.585000,0.812667,0.800000,8.858398,27.862305
30390,0.635530,0.735000,0.812848,0.840000,8.858398,27.893555
30590,0.636743,0.820000,0.812895,0.820000,8.858398,26.604492
30790,0.638105,0.845000,0.812745,0.790000,8.858398,27.557617
30990,0.639253,0.815000,0.812597,0.790000,8.858398,27.096680
31190,0.638806,0.570000,0.812516,0.800000,8.858398,23.698242
31390,0.639038,0.675000,0.812660,0.835000,8.858398,28.198242
31590,0.639904,0.775000,0.812420,0.775000,8.858398,26.760742
31790,0.641171,0.840000,0.812658,0.850000,8.858398,26.604492
31990,0.642233,0.810000,0.812610,0.805000,8.858398,28.198242
32190,0.642281,0.650000,0.812281,0.760000,8.858398,26.948242
32390,0.642826,0.730000,0.812453,0.840000,8.858398,25.752930
32590,0.644074,0.845000,0.812654,0.845000,8.858398,26.057617
32790,0.645337,0.850000,0.812699,0.820000,8.858398,26.237305
32990,0.646433,0.825000,0.812530,0.785000,8.858398,27.557617
33190,0.645697,0.525000,0.812424,0.795000,8.858398,27.862305
33390,0.646446,0.770000,0.812741,0.865000,8.858398,28.198242
33590,0.647455,0.815000,0.813024,0.860000,8.858398,28.534180
33790,0.648810,0.875000,0.813244,0.850000,8.858398,27.893555
33990,0.650178,0.880000,0.813343,0.830000,8.858398,25.659180
34190,0.650265,0.665000,0.813176,0.785000,8.858398,27.893555
34390,0.650789,0.740000,0.813129,0.805000,8.858398,28.198242
34590,0.651744,0.815000,0.812674,0.735000,8.858398,26.885742
34790,0.652977,0.865000,0.812717,0.820000,8.858398,27.428711
34990,0.654023,0.835000,0.812960,0.855000,8.858398,28.198242
35190,0.653971,0.645000,0.812600,0.750000,8.858398,27.065430
35390,0.654119,0.680000,0.812386,0.775000,8.858398,26.604492
35590,0.655085,0.825000,0.812542,0.840000,8.858398,23.858398
35790,0.656348,0.880000,0.812612,0.825000,8.858398,25.752930
35990,0.657263,0.820000,0.812514,0.795000,8.858398,27.682617
36190,0.657111,0.630000,0.812694,0.845000,8.858398,27.893555
36390,0.657845,0.790000,0.812762,0.825000,8.858398,27.893555
36590,0.658764,0.825000,0.813049,0.865000,8.858398,25.752930
36790,0.659672,0.825000,0.812978,0.800000,8.858398,27.190430
36990,0.660815,0.870000,0.813098,0.835000,8.858398,28.198242
37190,0.660622,0.625000,0.812946,0.785000,8.858398,28.198242
37390,0.661317,0.790000,0.813495,0.915000,8.858398,27.893555
37590,0.662032,0.795000,0.813583,0.830000,8.858398,26.268555
37790,0.663059,0.855000,0.813670,0.830000,8.858398,27.737305
37990,0.664339,0.905000,0.814180,0.910000,8.858398,27.588867
38190,0.664447,0.685000,0.813842,0.750000,8.858398,29.014648
38390,0.664424,0.660000,0.813508,0.750000,8.858398,24.338867
38590,0.665417,0.855000,0.813542,0.820000,8.858398,27.401367
38790,0.666606,0.895000,0.813756,0.855000,8.858398,25.440430
38990,0.667552,0.850000,0.813763,0.815000,8.858398,27.588867
39190,0.667641,0.685000,0.813821,0.825000,8.858398,27.065430
39390,0.668138,0.765000,0.813878,0.825000,8.858398,27.944336
39590,0.669086,0.855000,0.813959,0.830000,8.858398,24.338867
39790,0.669848,0.820000,0.813838,0.790000,8.858398,28.198242
39990,0.670528,0.805000,0.814020,0.850000,8.858398,27.893555
40190,0.670475,0.660000,0.813650,0.740000,8.858398,27.252930
40390,0.671169,0.810000,0.813731,0.830000,8.858398,27.116211
40590,0.671955,0.830000,0.813639,0.795000,8.858398,28.534180
40790,0.672759,0.835000,0.813744,0.835000,8.858398,25.963867
40990,0.673750,0.875000,0.813603,0.785000,8.858398,29.862305
41190,0.673634,0.650000,0.813537,0.800000,8.858398,26.885742
41390,0.674126,0.775000,0.813859,0.880000,8.858398,25.323242
41590,0.674517,0.755000,0.813792,0.800000,8.858398,25.963867
41790,0.675481,0.875000,0.813966,0.850000,8.858398,26.604492
41990,0.676579,0.905000,0.814211,0.865000,8.858398,26.854492
42190,0.676595,0.680000,0.813786,0.725000,8.858398,26.456055
42390,0.677062,0.775000,0.813602,0.775000,8.858398,25.963867
42590,0.677854,0.845000,0.813632,0.820000,8.858398,26.760742
42790,0.678685,0.855000,0.813685,0.825000,8.858398,27.401367
42990,0.679346,0.820000,0.813902,0.860000,8.858398,27.557617
43190,0.679326,0.675000,0.813605,0.750000,8.858398,28.229492
43390,0.679722,0.765000,0.813611,0.815000,8.858398,26.760742
43590,0.680461,0.840000,0.813917,0.880000,8.858398,29.381836
43790,0.681101,0.820000,0.813899,0.810000,8.858398,28.198242
43990,0.682032,0.885000,0.813973,0.830000,8.858398,28.198242
44190,0.681932,0.660000,0.814000,0.820000,8.858398,29.381836
44390,0.682421,0.790000,0.814208,0.860000,8.858398,27.893555
44590,0.683176,0.850000,0.814257,0.825000,8.858398,27.401367
44790,0.684260,0.925000,0.814350,0.835000,8.858398,27.401367
44990,0.685290,0.915000,0.814442,0.835000,8.858398,26.393555
45190,0.685333,0.695000,0.814178,0.755000,8.858398,26.456055
45390,0.685642,0.755000,0.813982,0.770000,8.858398,29.014648
45590,0.686256,0.825000,0.814097,0.840000,8.858398,26.245117
45790,0.686908,0.835000,0.814211,0.840000,8.858398,26.760742
45990,0.687620,0.850000,0.813886,0.740000,8.858398,27.401367
46190,0.687739,0.715000,0.813652,0.760000,8.858398,27.096680
46390,0.688160,0.785000,0.813788,0.845000,8.858398,27.893555
46590,0.688987,0.880000,0.814052,0.875000,8.858398,27.893555
46790,0.689742,0.865000,0.814077,0.820000,8.858398,26.268555
46990,0.690556,0.880000,0.814145,0.830000,8.858398,28.198242
47190,0.690426,0.660000,0.814085,0.800000,8.858398,27.510742
47390,0.690847,0.790000,0.814280,0.860000,8.858398,25.963867
47590,0.691245,0.785000,0.814072,0.765000,8.858398,27.893555
47790,0.691765,0.815000,0.813824,0.755000,8.858398,27.377930
47990,0.692385,0.840000,0.813828,0.815000,8.858398,28.338867
48190,0.692521,0.725000,0.813646,0.770000,8.858398,27.881836
48390,0.692863,0.775000,0.813610,0.805000,8.858398,28.069336
48590,0.693616,0.875000,0.813471,0.780000,8.858398,28.374023
48790,0.694239,0.845000,0.813560,0.835000,8.858398,28.198242
48990,0.694877,0.850000,0.813361,0.765000,8.858398,25.963867
49190,0.695041,0.735000,0.813286,0.795000,8.858398,28.198242
49390,0.695346,0.770000,0.813537,0.875000,8.858398,26.413086
49590,0.696073,0.875000,0.813684,0.850000,8.858398,27.557617
49790,0.696915,0.905000,0.813710,0.820000,8.858398,26.760742
49990,0.697691,0.890000,0.813956,0.875000,8.858398,27.190430
