id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
9790,0.738854,0.905000,0.756979,0.770000,0.835417,0.875000,0.733646,0.685000,0.780937,0.745000,8.858398,20.903320,52.247070,56.172852,66.680664
9990,0.742755,0.930000,0.758367,0.825000,0.836429,0.885000,0.732755,0.690000,0.780102,0.740000,8.858398,19.645508,41.852539,58.094727,70.641602
10190,0.745900,0.900000,0.758200,0.750000,0.837800,0.905000,0.731500,0.670000,0.780400,0.795000,8.858398,21.262695,35.227539,59.774414,68.622070
10390,0.748235,0.865000,0.756373,0.665000,0.837843,0.840000,0.731765,0.745000,0.780196,0.770000,8.858398,21.887695,39.649414,56.239258,61.301758
10590,0.751635,0.925000,0.756731,0.775000,0.839712,0.935000,0.731250,0.705000,0.780000,0.770000,8.858398,26.047852,44.719727,54.661133,60.286133
10790,0.754151,0.885000,0.758302,0.840000,0.839906,0.850000,0.728585,0.590000,0.780566,0.810000,8.858398,19.317383,44.797852,57.649414,65.290039
10990,0.756667,0.890000,0.758519,0.770000,0.839815,0.835000,0.726204,0.600000,0.780463,0.775000,8.858398,22.879883,49.083008,49.723633,61.833008
11190,0.758545,0.860000,0.757091,0.680000,0.839818,0.840000,0.723182,0.560000,0.780636,0.790000,8.858398,22.075195,50.817383,56.223633,62.793945
11390,0.761339,0.915000,0.756250,0.710000,0.839911,0.845000,0.722500,0.685000,0.781161,0.810000,8.858398,24.469727,41.747070,59.747070,64.821289
11590,0.764211,0.925000,0.756228,0.755000,0.839211,0.800000,0.722368,0.715000,0.781404,0.795000,8.858398,15.500977,36.583008,52.157227,65.141602
11790,0.766552,0.900000,0.756810,0.790000,0.839914,0.880000,0.721810,0.690000,0.780431,0.725000,8.858398,16.528320,33.661133,49.856445,69.063477
11990,0.768729,0.895000,0.756017,0.710000,0.840424,0.870000,0.721864,0.725000,0.781102,0.820000,8.858398,20.809570,44.965820,63.145508,71.571289
12190,0.771000,0.905000,0.756000,0.755000,0.841000,0.875000,0.723583,0.825000,0.781250,0.790000,8.858398,17.743164,43.833008,55.215820,68.047852
12390,0.772049,0.835000,0.753770,0.620000,0.840820,0.830000,0.723443,0.715000,0.780656,0.745000,8.858398,21.680664,44.157227,52.243164,65.165039
12590,0.773952,0.890000,0.753145,0.715000,0.840323,0.810000,0.723145,0.705000,0.778871,0.670000,8.858398,19.766602,44.731445,45.715820,72.051758
12790,0.776190,0.915000,0.751667,0.660000,0.839841,0.810000,0.723016,0.715000,0.777460,0.690000,8.858398,22.543945,47.559570,56.086914,60.094727
12990,0.778281,0.910000,0.750859,0.700000,0.839766,0.835000,0.721562,0.630000,0.776641,0.725000,8.858398,22.004883,46.598633,55.895508,65.090820
