# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=SEAGenerator(balance_classes=False, classification_function=1, noise_percentage=0.1, random_state=112), position=250000, random_state=None, stream=SEAGenerator(balance_classes=False, classification_function=0, noise_percentage=0.1, random_state=112), width=50000)
# [ARSLVQ] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='adadelta', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [MEB] SWMEB eps: 0.1, kernelized: True, w_size: 5 only_mis: True kernel: <function elm_kernel_vec at 0xffffb2d558b0>
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['accuracy', 'model_size'], n_wait=200, output_file='_sea_g_memory_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB],current_acc_[MEB],model_size_[ARSLVQ],model_size_[MEB]
32390,0.850466,0.835000,0.462391,0.425000,7.920898,27.823242
32590,0.850185,0.805000,0.462191,0.430000,7.920898,26.229492
32790,0.850307,0.870000,0.462055,0.440000,7.920898,25.096680
32990,0.850274,0.845000,0.461524,0.375000,7.920898,26.690430
33190,0.850636,0.910000,0.461212,0.410000,7.920898,25.557617
33390,0.850633,0.850000,0.460934,0.415000,7.920898,25.682617
33590,0.850719,0.865000,0.460838,0.445000,7.920898,28.639648
33790,0.850893,0.880000,0.461131,0.510000,7.920898,27.823242
33990,0.850680,0.815000,0.461450,0.515000,7.920898,27.213867
34190,0.850706,0.855000,0.461235,0.425000,7.920898,27.518555
34390,0.851023,0.905000,0.461784,0.555000,7.920898,24.120117
34590,0.851047,0.855000,0.461948,0.490000,7.920898,28.096680
34790,0.850925,0.830000,0.461994,0.470000,7.920898,26.424805
34990,0.851121,0.885000,0.462845,0.610000,7.920898,21.655273
35190,0.851257,0.875000,0.462514,0.405000,7.920898,25.893555
35390,0.851278,0.855000,0.463153,0.575000,7.920898,26.018555
35590,0.851215,0.840000,0.462768,0.395000,7.920898,25.588867
35790,0.851320,0.870000,0.463202,0.540000,7.920898,27.026367
35990,0.851536,0.890000,0.464246,0.650000,7.920898,25.776367
36190,0.851917,0.920000,0.464250,0.465000,7.920898,25.588867
36390,0.851768,0.825000,0.464309,0.475000,7.920898,27.182617
36590,0.851703,0.840000,0.464643,0.525000,7.920898,23.627930
36790,0.851721,0.855000,0.464508,0.440000,7.920898,25.850586
36990,0.851658,0.840000,0.464348,0.435000,7.920898,26.877930
37190,0.851730,0.865000,0.464432,0.480000,7.920898,27.518555
37390,0.851694,0.845000,0.465376,0.640000,7.920898,25.053711
37590,0.851471,0.810000,0.465053,0.405000,7.920898,25.096680
37790,0.851489,0.855000,0.464495,0.360000,7.920898,26.385742
37990,0.851852,0.920000,0.464206,0.410000,7.920898,25.588867
38190,0.851947,0.870000,0.464658,0.550000,7.920898,26.354492
38390,0.852042,0.870000,0.465681,0.660000,7.920898,27.518555
38590,0.852031,0.850000,0.465938,0.515000,7.920898,26.877930
38790,0.851865,0.820000,0.465622,0.405000,7.920898,27.842773
38990,0.852113,0.900000,0.465619,0.465000,7.920898,27.026367
39190,0.852231,0.875000,0.465282,0.400000,7.920898,25.588867
39390,0.852500,0.905000,0.465051,0.420000,7.920898,26.385742
39590,0.852386,0.830000,0.464848,0.425000,7.920898,25.252930
39790,0.852298,0.835000,0.464975,0.490000,7.920898,28.303711
39990,0.852412,0.875000,0.464824,0.435000,7.920898,27.475586
40190,0.852225,0.815000,0.464700,0.440000,7.920898,24.456055
40390,0.852239,0.855000,0.464776,0.480000,7.920898,27.264648
40590,0.852153,0.835000,0.464827,0.475000,7.920898,23.963867
40790,0.852315,0.885000,0.464778,0.455000,7.920898,27.182617
40990,0.852304,0.850000,0.465000,0.510000,7.920898,25.893555
41190,0.852366,0.865000,0.465634,0.595000,7.920898,26.385742
41390,0.852282,0.835000,0.465655,0.470000,7.920898,26.530273
41590,0.852295,0.855000,0.465773,0.490000,7.920898,23.135742
41790,0.852452,0.885000,0.466298,0.575000,7.920898,25.166992
41990,0.852512,0.865000,0.466220,0.450000,7.920898,28.639648
42190,0.852619,0.875000,0.465952,0.410000,7.920898,24.948242
42390,0.852607,0.850000,0.466445,0.570000,7.920898,26.143555
42590,0.852830,0.900000,0.466368,0.450000,7.920898,24.456055
42790,0.852793,0.845000,0.466103,0.410000,7.920898,25.401367
