Distance,Power,Liter,V1,V2,X,Y,Phase,Phase_compressed,Production
1.0,3263.61,0.0,0.0,0.0,3.3178926803515147,2.205729487246794,20,4,0
1.0,3263.61,0.0,0.0,0.0,3.3178926803515147,2.161377725963027,20,4,0
1.0,3255.03,0.0,0.0,0.0,3.3091155302319746,2.151128827105578,20,4,0
1.0,3255.03,0.0,0.0,0.0,3.3091155302319746,2.175528514520513,20,4,0
1.0,3255.03,0.0,0.0,0.0,3.3115935917939847,2.151128827105578,20,4,0
1.0,3255.03,0.0,0.0,0.0,3.3115935917939847,2.175528514520513,20,4,0
1.0,3280.38,0.0,0.0,0.0,3.3151112343411135,2.1949764912834877,20,4,0
1.0,3280.38,0.0,0.0,0.0,3.3151112343411135,2.200595798455473,20,4,0
1.0,3280.38,0.0,0.0,0.0,3.315180209084041,2.1949764912834877,20,4,0
1.0,3280.38,0.0,0.0,0.0,3.315180209084041,2.200595798455473,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3170084656287093,2.2085902191655085,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3170084656287093,2.2050325959931567,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3162799532231633,2.2085902191655085,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3162799532231633,2.2050325959931567,20,4,0
1.0,3273.36,0.0,0.0,0.0,3.3177036216783145,2.2078855640313866,20,4,0
1.0,3273.36,0.0,0.0,0.0,3.3177036216783145,2.2042187261114083,20,4,0
1.0,3273.36,0.0,0.0,0.0,3.3165939735875027,2.2078855640313866,20,4,0
1.0,3273.36,0.0,0.0,0.0,3.3165939735875027,2.2042187261114083,20,4,0
1.0,3273.360000000003,0.0,0.0,0.0,3.3101808953963796,2.1786269900515407,20,4,0
1.0,3273.360000000004,0.0,0.0,0.0,3.3101808953963796,2.1704863955224325,20,4,0
1.0,3273.3600000000083,0.0,0.0,0.0,3.308775002719224,2.1786269900515407,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.310601583604071,2.181608455671811,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.310601583604071,2.193524893445736,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3136771068663293,2.181608455671811,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3136771068663293,2.193524893445736,20,4,0
1.0,3267.9,0.0,0.0,0.0,3.3132386947169383,2.1921628733256986,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.314720979268357,2.196179000194173,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.314720979268357,2.1212534872465207,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3074728003530933,2.196179000194173,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.3074728003530933,2.1212534872465207,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.2965027850368105,2.1125767151823487,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.2965027850368105,2.168638215763848,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.3412831376007635,2.1125767151823487,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.3412831376007635,2.168638215763848,20,4,0
1.0,3253.47,0.0,0.0,0.0,3.3680933597423808,2.2050438832133303,20,4,0
1.0,3253.47,0.0,0.0,0.0,3.3680933597423808,2.177505002547193,20,4,0
1.0,3253.47,0.0,0.0,0.0,3.3594854331735853,2.2050438832133303,20,4,0
1.0,3253.47,0.0,0.0,0.0,3.3594854331735853,2.177505002547193,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.3558098154270506,2.1665452661352407,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.3558098154270506,2.1826743717963555,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.3569493694337704,2.1665452661352407,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.3569493694337704,2.1826743717963555,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3586696376189527,2.195439461433703,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3586696376189527,2.159408621283647,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3580213916349293,2.195439461433703,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.3580213916349293,2.159408621283647,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.330110692490221,2.171874238289519,20,4,0
1.0,3262.83,0.0,0.0,0.0,3.364882011340795,2.110521763039051,20,4,0
1.0,3262.83,0.0,0.0,0.0,3.364882011340795,2.0815213582236294,20,4,0
1.0,3262.83,0.0,0.0,0.0,3.3853811884870804,2.110521763039051,20,4,0
1.0,3262.83,0.0,0.0,0.0,3.3853811884870804,2.0815213582236294,20,4,0
1.0,3270.24,0.0,0.0,0.0,3.3856035914058813,2.0728207072597917,20,4,0
1.0,3263.61,0.0,0.0,0.0,3.3814867224236327,2.0830130568013177,20,4,0
1.0,3263.61,0.0,0.0,0.0,3.3814867224236327,2.000296493112232,20,4,0
1.0,3263.61,0.0,0.0,0.0,3.3812280660825964,2.0830130568013177,20,4,0
1.0,3263.61,0.0,0.0,0.0,3.3812280660825964,2.000296493112232,20,4,0
1.0,3276.09,0.0,0.0,0.0,3.3815385650736265,1.9592449001095344,20,4,0
1.0,3276.09,0.0,0.0,0.0,3.3815385650736265,2.0697980924360357,20,4,0
1.0,3276.09,0.0,0.0,0.0,3.3672888908560674,1.9592449001095344,20,4,0
1.0,3276.09,0.0,0.0,0.0,3.3672888908560674,2.0697980924360357,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.359887278713986,2.1356073695143043,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.359887278713986,2.048211100627527,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.2544226325968517,2.1356073695143043,20,4,0
1.0,3264.0,0.0,0.0,0.0,3.2544226325968517,2.048211100627527,20,4,0
1.0,3261.66,0.0,0.0,0.0,3.2059686714119566,1.9812444057701768,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.1804046084212763,1.9501276402536292,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.1804046084212763,1.9409332533392056,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.152367557832609,1.9501276402536292,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.152367557832609,1.9409332533392056,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.1382196640668205,1.940632533596765,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.1382196640668205,1.7667091047363892,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.0899503099017616,1.940632533596765,20,4,0
1.0,3258.15,0.0,0.0,0.0,3.0899503099017616,1.7667091047363892,20,4,0
1.0,3267.51,0.0,0.0,0.0,2.8804337769872133,1.3879741792169304,20,4,0
1.0,3258.15,0.0,0.0,0.0,2.9462073102463404,1.5117204893364342,20,4,0
1.0,3258.15,0.0,0.0,0.0,2.9462073102463404,1.5873368915618074,20,4,0
1.0,3258.15,0.0,0.0,0.0,2.985053916478857,1.5117204893364342,20,4,0
1.0,3258.15,0.0,0.0,0.0,2.985053916478857,1.5873368915618074,20,4,0
1.0,3258.150000000003,0.0,0.0,0.0,3.0116892619173905,1.6448243029792051,20,4,0
1.0,3273.36,0.0,0.0,0.0,3.0270876856719,1.6798487179334929,20,4,0
1.0,3278.05,0.0,0.0,0.0,3.0270876856719,1.6798487179334929,20,4,0
1.0,3275.7050000000054,0.0,0.0,0.0,2.9887523526222832,1.595257753843998,20,4,0
1.0,3273.366,0.0,0.0,0.0,3.056542106517489,1.806234863579456,20,4,0
1.0,3273.366,0.0,0.0,0.0,3.056542106517489,1.8796109398532137,20,4,0
1.0,3273.366,0.0,0.0,0.0,3.073173929132473,1.806234863579456,20,4,0
1.0,3273.366,0.0,0.0,0.0,3.073173929132473,1.8796109398532137,20,4,0
1.0,3252.3,0.0,0.0,0.0,2.953728456888757,1.5775851653955313,20,4,0
1.0,3247.62,0.0,0.0,0.0,2.8018790959319944,1.2715508690479769,20,4,0
1.0,3253.47,0.0,0.0,0.0,2.717858373868027,1.102176471600948,20,4,0
1.0,3253.47,0.0,0.0,0.0,2.717858373868027,1.266892217755732,20,4,0
1.0,3253.47,0.0,0.0,0.0,2.857684611594209,1.102176471600948,20,4,0
1.0,3253.47,0.0,0.0,0.0,2.857684611594209,1.266892217755732,20,4,0
1.0,3249.96,0.0,0.0,0.0,2.9362577412125117,1.3613116359266972,20,4,0
1.0,3249.96,0.0,0.0,0.0,2.9362577412125117,1.3870098664591828,20,4,0
1.0,3249.96,0.0,0.0,0.0,2.9168923370287505,1.3613116359266972,20,4,0
1.0,3249.96,0.0,0.0,0.0,2.9168923370287505,1.3870098664591828,20,4,0
1.0,3275.7,0.0,0.0,0.0,2.851029469259886,1.278481250281454,20,4,0
1.0,3267.51,0.0,0.0,0.0,2.9264672873268816,1.4162438764165255,20,4,0
1.0,3267.51,0.0,0.0,0.0,2.9264672873268816,1.5843800652730629,20,4,0
1.0,3267.51,0.0,0.0,0.0,3.0127308325017403,1.4162438764165255,20,4,0
1.0,3267.51,0.0,0.0,0.0,3.0127308325017403,1.5843800652730629,20,4,0
1.0,3254.64,0.0,0.0,0.0,3.0609451639049308,1.6812836198757426,20,4,0
1.0,3254.64,0.0,0.0,0.0,3.0609451639049308,1.4795733297529268,20,4,0
1.0,3254.64,0.0,0.0,0.0,3.001846798333112,1.6812836198757426,20,4,0
1.0,3254.64,0.0,0.0,0.0,3.001846798333112,1.4795733297529268,20,4,0
1.0,3252.3,0.0,0.0,0.0,2.967807047988308,1.3656496923155672,20,4,0
1.0,3252.3,0.0,0.0,0.0,2.967807047988308,2.062723180907425,20,4,0
1.0,3252.3,0.0,0.0,0.0,3.0633442993816105,1.3656496923155672,20,4,0
1.0,3252.3,0.0,0.0,0.0,3.0633442993816105,2.062723180907425,20,4,0
1.0,3268.68,0.0,0.0,0.0,3.115967319542398,2.4496134969037127,20,4,0
1.0,3268.68,0.0,0.0,0.0,3.115967319542398,2.3260606767870025,20,4,0
1.0,3268.68,0.0,0.0,0.0,3.2493256412540217,2.4496134969037127,20,4,0
1.0,3268.68,0.0,0.0,0.0,3.2493256412540217,2.3260606767870025,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.321872805418397,2.254599074429515,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.321872805418397,1.9146442157894383,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.9275246905040033,2.254599074429515,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.9275246905040033,1.9146442157894383,20,4,0
1.0,3248.79,0.0,0.0,0.0,4.877953732158384,1.6286802317017264,20,4,0
1.0,3266.34,0.0,0.0,0.0,3.5674816272884433,2.168723906613449,20,4,0
1.0,3260.49,0.0,0.0,0.0,5.960849931654471,1.1605418802499623,20,4,0
1.0,3260.49,0.0,0.0,0.0,5.960849931654471,0.8992915668555288,20,4,0
1.0,3260.49,0.0,0.0,0.0,5.960849931654471,1.739535663998239,20,4,0
1.0,3260.49,0.0,0.0,0.0,6.549095246369441,1.1605418802499623,20,4,0
1.0,3260.49,0.0,0.0,0.0,6.549095246369441,0.8992915668555288,20,4,0
1.0,3260.49,0.0,0.0,0.0,6.549095246369441,1.739535663998239,20,4,0
1.0,3260.49,0.0,0.0,0.0,7.978179484527751,1.1605418802499623,20,4,0
1.0,3260.49,0.0,0.0,0.0,7.978179484527751,0.8992915668555288,20,4,0
1.0,3260.49,0.0,0.0,0.0,7.978179484527751,1.739535663998239,20,4,0
1.0,3272.19,0.0,0.0,0.0,6.8293748875172176,1.2664563703679077,20,4,0
1.0,3248.79,0.0,0.0,0.0,8.799878560376007,2.60123441927919,20,4,0
1.0,3248.79,0.0,0.0,0.0,8.799878560376007,2.8027904409055604,20,4,0
1.0,3248.79,0.0,0.0,0.0,9.144516271081176,2.60123441927919,20,4,0
1.0,3248.79,0.0,0.0,0.0,9.144516271081176,2.8027904409055604,20,4,0
1.0,3263.61,0.0,0.0,0.0,9.308902796636524,2.9120756808318795,20,4,0
1.0,3263.61,0.0,0.0,0.0,9.308902796636524,2.8663673468703443,20,4,0
1.0,3263.61,0.0,0.0,0.0,9.736690084062497,2.9120756808318795,20,4,0
1.0,3263.61,0.0,0.0,0.0,9.736690084062497,2.8663673468703443,20,4,0
1.0,3267.51,0.0,0.0,0.0,9.944013084370251,2.8362909161739096,20,4,0
1.0,3264.39,0.0,0.0,0.0,8.68600929886937,2.2227360128308455,20,4,0
1.0,3256.98,0.0,0.0,0.0,7.9184027286398,1.8651352375927133,20,4,0
1.0,3256.98,0.0,0.0,0.0,7.9184027286398,1.8006029668722972,20,4,0
1.0,3256.98,0.0,0.0,0.0,7.125232681052227,1.8651352375927133,20,4,0
1.0,3256.98,0.0,0.0,0.0,7.125232681052227,1.8006029668722972,20,4,0
1.0,3256.980000000002,0.0,0.0,0.0,6.101578077353519,1.6335738844477734,20,4,0
1.0,3254.64,0.0,0.0,0.0,4.859739874547785,1.5952320008921097,20,4,0
1.0,3254.64,0.0,0.0,0.0,4.859739874547785,1.5763106036577912,20,4,0
1.0,3254.64,0.0,0.0,0.0,4.159300342188293,1.5952320008921097,20,4,0
1.0,3254.64,0.0,0.0,0.0,4.159300342188293,1.5763106036577912,20,4,0
1.0,3252.3,0.0,0.0,0.0,6.025214370023299,1.7009039447197312,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.710645349698957,1.8518406561883456,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.710645349698957,2.007291098398991,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.4788505749202585,1.8518406561883456,20,4,0
1.0,3260.49,0.0,0.0,0.0,3.4788505749202585,2.007291098398991,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.3357494017528886,2.0722795548467525,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.3357494017528886,1.8661799538973487,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.2402207352804915,2.0722795548467525,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.2402207352804915,1.8661799538973487,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.2086197006575556,1.7516728963457502,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.2086197006575556,1.806897313740406,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.1929315535845992,1.7516728963457502,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.1929315535845992,1.806897313740406,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.20546003214714,1.8427086996523592,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.20546003214714,1.7359382500252534,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.151429943050738,1.8427086996523592,20,4,0
1.0,3256.98,0.0,0.0,0.0,3.151429943050738,1.7359382500252534,20,4,0
1.0,3246.84,0.0,0.0,0.0,3.140268374956792,1.6805450409023297,20,4,0
1.0,3246.84,0.0,0.0,0.0,3.140268374956792,1.6462563972946886,20,4,0
1.0,3246.84,0.0,0.0,0.0,3.1102381987724157,1.6805450409023297,20,4,0
1.0,3246.84,0.0,0.0,0.0,3.1102381987724157,1.6462563972946886,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.1109122801263216,1.6320604776454035,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.1109122801263216,1.6354792912758371,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.0949990388122632,1.6320604776454035,20,4,0
1.0,3259.32,0.0,0.0,0.0,3.0949990388122632,1.6354792912758371,20,4,0
1.0,3259.71,0.0,0.0,0.0,3.1015108919363303,1.6424016536677573,20,4,0
1.0,3259.71,0.0,0.0,0.0,3.1015108919363303,1.6647449649514956,20,4,0
1.0,3259.71,0.0,0.0,0.0,3.109578748173544,1.6424016536677573,20,4,0
1.0,3259.71,0.0,0.0,0.0,3.109578748173544,1.6647449649514956,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.124616051768525,1.7117228968769034,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.124616051768525,1.7445064174896454,20,4,0
1.0,3249.96,0.0,0.0,0.0,3.154458640468291,1.7117228968769034,20,4,0
