# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.001, n_drift_features=2, n_features=10, noise_percentage=0.1, random_state=None, sigma_percentage=0.1)
# [hat] HoeffdingAdaptiveTreeClassifier(binary_split=False, bootstrap_sampling=True, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# [rslvq] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='vanilla', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [rrslvq] RSLVQ
# [adf] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01))
# [oza] OzaBaggingADWINClassifier(base_estimator=KNNClassifier(leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5), n_estimators=10, random_state=None)
# [samknn] SAMKNNClassifier(ltm_size=0.4, max_window_size=None, min_stm_size=50, n_neighbors=5, stm_size_option='maxACCApprox', use_ltm=True, weighting='distance')
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=100000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='Hyperplane Generator_time_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[rrslvq],current_acc_[rrslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],mean_acc_[samknn],current_acc_[samknn],training_time_[hat],testing_time_[hat],total_running_time_[hat],training_time_[rslvq],testing_time_[rslvq],total_running_time_[rslvq],training_time_[rrslvq],testing_time_[rrslvq],total_running_time_[rrslvq],training_time_[adf],testing_time_[adf],total_running_time_[adf],training_time_[oza],testing_time_[oza],total_running_time_[oza],training_time_[samknn],testing_time_[samknn],total_running_time_[samknn]
8790,0.834419,0.830000,0.758488,0.720000,0.803372,0.855000,0.768953,0.775000,0.777558,0.805000,0.806977,0.825000,2.065549,0.504944,2.570492,3.253572,0.221250,3.474823,9.473771,0.207283,9.681054,38.442860,3.092400,41.535260,7.074588,3.902350,10.976939,2.379026,0.756868,3.135894
8990,0.834205,0.825000,0.758068,0.740000,0.804205,0.840000,0.770227,0.825000,0.777955,0.795000,0.807273,0.820000,2.123185,0.515762,2.638947,3.323587,0.226236,3.549823,9.688236,0.212015,9.900251,39.409899,3.165850,42.575749,7.241339,3.991410,11.232749,2.453736,0.783248,3.236984
9190,0.833778,0.815000,0.756778,0.700000,0.805444,0.860000,0.770556,0.785000,0.776889,0.730000,0.807222,0.805000,2.181842,0.526650,2.708492,3.394261,0.231158,3.625419,9.902311,0.216746,10.119057,40.396381,3.237954,43.634335,7.399772,4.081174,11.480947,2.533677,0.812685,3.346362
9390,0.834022,0.845000,0.758261,0.825000,0.807283,0.890000,0.771304,0.805000,0.777717,0.815000,0.808261,0.855000,2.241802,0.543528,2.785330,3.469752,0.236279,3.706031,10.165170,0.225957,10.391127,41.639676,3.336227,44.975903,7.591180,4.181633,11.772813,2.635879,0.841880,3.477759
9590,0.834362,0.850000,0.758723,0.780000,0.808511,0.865000,0.772234,0.815000,0.777872,0.785000,0.808723,0.830000,2.307381,0.555209,2.862590,3.543184,0.241331,3.784515,10.395843,0.230847,10.626689,42.770075,3.419111,46.189186,7.770756,4.277746,12.048501,2.701793,0.862188,3.563980
9790,0.834271,0.830000,0.756563,0.655000,0.809375,0.850000,0.772813,0.800000,0.778021,0.785000,0.808750,0.810000,2.371602,0.566316,2.937918,3.614881,0.246305,3.861187,10.615143,0.235542,10.850685,43.797384,3.495250,47.292634,7.938347,4.368913,12.307260,2.743713,0.878496,3.622209
9990,0.834592,0.850000,0.754898,0.675000,0.810102,0.845000,0.772245,0.745000,0.776429,0.700000,0.808878,0.815000,2.425546,0.577400,3.002946,3.686706,0.251377,3.938084,10.831020,0.240297,11.071318,44.834043,3.571457,48.405499,8.097188,4.459152,12.556339,2.789364,0.892453,3.681817
10190,0.834700,0.840000,0.753200,0.670000,0.811000,0.855000,0.771600,0.740000,0.776100,0.760000,0.808300,0.780000,2.482229,0.588898,3.071127,3.771073,0.256382,4.027454,11.063226,0.244997,11.308223,45.945709,3.660872,49.606581,8.277321,4.556865,12.834186,2.831537,0.905327,3.736864
10390,0.834804,0.840000,0.753824,0.785000,0.812941,0.910000,0.772353,0.810000,0.774804,0.710000,0.808529,0.820000,2.547341,0.600047,3.147388,3.839722,0.261450,4.101172,11.278982,0.249695,11.528677,46.979808,3.735838,50.715647,8.435574,4.646586,13.082160,2.873972,0.917700,3.791672
10590,0.835769,0.885000,0.754519,0.790000,0.814327,0.885000,0.773173,0.815000,0.776346,0.855000,0.809519,0.860000,2.599707,0.610875,3.210581,3.908078,0.266416,4.174493,11.493293,0.254442,11.747735,47.898980,3.809648,51.708628,8.602146,4.736086,13.338232,2.914129,0.930338,3.844467
10790,0.835472,0.820000,0.754623,0.760000,0.815094,0.855000,0.773302,0.780000,0.775943,0.755000,0.810094,0.840000,2.653607,0.621758,3.275365,3.977423,0.271385,4.248809,11.707446,0.259160,11.966605,48.880859,3.884149,52.765008,8.764629,4.826182,13.590810,2.961362,0.944349,3.905712
10990,0.835000,0.810000,0.755370,0.795000,0.816389,0.885000,0.773333,0.775000,0.776111,0.785000,0.810370,0.825000,2.712154,0.631104,3.343258,4.046009,0.276291,4.322300,11.921884,0.263879,12.185763,49.943365,3.956864,53.900229,8.918753,4.916156,13.834909,3.008053,0.957422,3.965476
11190,0.835545,0.865000,0.754636,0.715000,0.817727,0.890000,0.773818,0.800000,0.776091,0.775000,0.810455,0.815000,2.766893,0.640971,3.407864,4.117028,0.281224,4.398252,12.140028,0.268642,12.408670,50.992224,4.032790,55.025014,9.080975,5.015296,14.096270,3.056586,0.969582,4.026168
11390,0.836161,0.870000,0.754821,0.765000,0.819286,0.905000,0.774732,0.825000,0.776429,0.795000,0.811339,0.860000,2.824724,0.651099,3.475822,4.186127,0.286335,4.472462,12.356430,0.273361,12.629790,52.009158,4.109988,56.119146,9.258457,5.106567,14.365024,3.096503,0.981771,4.078275
11590,0.836491,0.855000,0.755088,0.770000,0.820439,0.885000,0.775439,0.815000,0.777544,0.840000,0.812281,0.865000,2.881886,0.661705,3.543591,4.260528,0.291444,4.551972,12.573746,0.278042,12.851787,53.079191,4.187807,57.266998,9.417896,5.197845,14.615741,3.143831,0.996839,4.140670
11790,0.836466,0.835000,0.755862,0.800000,0.821466,0.880000,0.776638,0.845000,0.777845,0.795000,0.812586,0.830000,2.941814,0.672083,3.613897,4.330213,0.296428,4.626641,12.789869,0.282750,13.072619,54.115883,4.263553,58.379436,9.584021,5.289644,14.873665,3.196939,1.015101,4.212040
11990,0.836525,0.840000,0.755593,0.740000,0.822373,0.875000,0.777288,0.815000,0.778136,0.795000,0.812881,0.830000,3.000648,0.681766,3.682414,4.402306,0.301368,4.703674,13.007869,0.287437,13.295306,55.165371,4.341698,59.507069,9.742143,5.380874,15.123017,3.256100,1.036714,4.292814
12190,0.835333,0.765000,0.756917,0.835000,0.824333,0.940000,0.778833,0.870000,0.778667,0.810000,0.813917,0.875000,3.054873,0.690576,3.745449,4.470791,0.306307,4.777099,13.225669,0.292152,13.517821,56.232405,4.417874,60.650279,9.903975,5.471330,15.375304,3.305130,1.051714,4.356843
12390,0.833607,0.730000,0.757295,0.780000,0.825492,0.895000,0.779098,0.795000,0.778934,0.795000,0.813852,0.810000,3.110226,0.700039,3.810265,4.539186,0.311231,4.850417,13.441357,0.296936,13.738293,57.204189,4.494797,61.698986,10.064717,5.562045,15.626762,3.353960,1.067103,4.421063
12590,0.832581,0.770000,0.757177,0.750000,0.826613,0.895000,0.778871,0.765000,0.779355,0.805000,0.814194,0.835000,3.178489,0.711770,3.890259,4.608472,0.316221,4.924693,13.661093,0.301650,13.962743,58.207878,4.572037,62.779916,10.222600,5.652114,15.874714,3.408019,1.085445,4.493464
12790,0.832143,0.805000,0.757063,0.750000,0.827778,0.900000,0.779444,0.815000,0.780079,0.825000,0.814683,0.845000,3.240835,0.723115,3.963950,4.676961,0.321157,4.998118,13.876098,0.306347,14.182445,59.233873,4.648413,63.882286,10.383895,5.741411,16.125306,3.467674,1.106484,4.574158
12990,0.831641,0.800000,0.756875,0.745000,0.828125,0.850000,0.779375,0.775000,0.780859,0.830000,0.815703,0.880000,3.307626,0.734870,4.042496,4.752425,0.326155,5.078580,14.092568,0.311090,14.403658,60.285348,4.724362,65.009710,10.543707,5.833601,16.377308,3.535050,1.130697,4.665747
13190,0.831538,0.825000,0.757000,0.765000,0.827846,0.810000,0.780385,0.845000,0.781077,0.795000,0.816462,0.865000,3.379897,0.746389,4.126285,4.821024,0.331085,5.152109,14.293167,0.315827,14.608994,61.322966,4.802215,66.125181,10.704199,5.924091,16.628289,3.606113,1.158614,4.764727
13390,0.831818,0.850000,0.757045,0.760000,0.826894,0.765000,0.780682,0.800000,0.782045,0.845000,0.816818,0.840000,3.446958,0.758046,4.205005,4.891749,0.336014,5.227763,14.497207,0.320582,14.817789,62.375584,4.880976,67.256560,10.868033,6.015663,16.883696,3.682953,1.188741,4.871694
13590,0.831493,0.810000,0.757313,0.775000,0.826045,0.770000,0.780970,0.800000,0.781791,0.765000,0.816940,0.825000,3.516134,0.769658,4.285792,4.960735,0.340978,5.301714,14.705258,0.325313,15.030571,63.446385,4.957911,68.404296,11.030422,6.106906,17.137328,3.765252,1.221869,4.987121
13790,0.830882,0.790000,0.756912,0.730000,0.825000,0.755000,0.780809,0.770000,0.781985,0.795000,0.817353,0.845000,3.579702,0.781350,4.361052,5.030488,0.345940,5.376428,14.920797,0.329999,15.250796,64.511638,5.035686,69.547324,11.196974,6.197236,17.394210,3.855573,1.258353,5.113925
13990,0.831232,0.855000,0.756739,0.745000,0.824928,0.820000,0.781377,0.820000,0.782029,0.785000,0.817754,0.845000,3.651070,0.792947,4.444017,5.100784,0.350941,5.451725,15.136746,0.334713,15.471460,65.592404,5.113056,70.705460,11.364602,6.287849,17.652451,3.953593,1.297620,5.251213
14190,0.831000,0.815000,0.756714,0.755000,0.824929,0.825000,0.782071,0.830000,0.781714,0.760000,0.818357,0.860000,3.717563,0.805146,4.522709,5.171502,0.355899,5.527401,15.354386,0.339419,15.693805,66.606704,5.190401,71.797105,11.519779,6.378756,17.898535,4.055176,1.340311,5.395487
14390,0.830986,0.830000,0.756831,0.765000,0.825141,0.840000,0.782465,0.810000,0.781972,0.800000,0.819296,0.885000,3.786886,0.817064,4.603950,5.240929,0.361144,5.602073,15.569320,0.344179,15.913499,67.729528,5.267490,72.997018,11.684339,6.469120,18.153459,4.160568,1.385656,5.546224
14590,0.830486,0.795000,0.757500,0.805000,0.824583,0.785000,0.782431,0.780000,0.781806,0.770000,0.819722,0.850000,3.855383,0.828821,4.684205,5.310570,0.366136,5.676706,15.775898,0.348857,16.124755,68.791442,5.345792,74.137234,11.845872,6.560781,18.406654,4.274854,1.434648,5.709502
14790,0.830205,0.810000,0.757192,0.735000,0.824247,0.800000,0.782808,0.810000,0.781301,0.745000,0.820068,0.845000,3.927856,0.840744,4.768600,5.382907,0.371165,5.754073,15.982387,0.353557,16.335944,69.865675,5.427608,75.293282,12.005736,6.653455,18.659191,4.391735,1.486606,5.878341
14990,0.830203,0.830000,0.757770,0.800000,0.823581,0.775000,0.783108,0.805000,0.781419,0.790000,0.820270,0.835000,3.992553,0.852413,4.844966,5.451886,0.376097,5.827983,16.176582,0.358228,16.534811,70.937532,5.508183,76.445714,12.165846,6.744592,18.910437,4.491689,1.516676,6.008365
15190,0.830400,0.845000,0.758400,0.805000,0.823400,0.810000,0.784067,0.855000,0.781667,0.800000,0.820467,0.835000,4.062727,0.862846,4.925573,5.520938,0.381069,5.902007,16.382233,0.362931,16.745165,71.986328,5.586099,77.572428,12.320535,6.834593,19.155128,4.555165,1.536246,6.091411
15390,0.830132,0.810000,0.759211,0.820000,0.823882,0.860000,0.784211,0.795000,0.781645,0.780000,0.820789,0.845000,4.125412,0.873292,4.998705,5.588442,0.385998,5.974440,16.596956,0.367636,16.964592,73.033172,5.664172,78.697344,12.480044,6.926565,19.406609,4.608264,1.554029,6.162292
15590,0.830065,0.825000,0.759286,0.765000,0.823961,0.830000,0.785065,0.850000,0.781364,0.760000,0.820974,0.835000,4.190707,0.883469,5.074175,5.657664,0.390965,6.048629,16.810785,0.372362,17.183147,74.087805,5.742752,79.830557,12.642112,7.017488,19.659601,4.668543,1.574531,6.243074
15790,0.829359,0.775000,0.758654,0.710000,0.824231,0.845000,0.785000,0.780000,0.781474,0.790000,0.820962,0.820000,4.257065,0.894915,5.151980,5.727521,0.395954,6.123475,17.025207,0.377042,17.402249,75.176956,5.821613,80.998569,12.797013,7.107794,19.904807,4.733489,1.597682,6.331171
15990,0.829241,0.820000,0.758608,0.755000,0.825127,0.895000,0.785823,0.850000,0.782215,0.840000,0.821519,0.865000,4.328821,0.907032,5.235852,5.796435,0.400877,6.197312,17.239130,0.381753,17.620882,76.281691,5.899399,82.181090,12.954054,7.198924,20.152977,4.805059,1.623992,6.429051
16190,0.829500,0.850000,0.759312,0.815000,0.825812,0.880000,0.785937,0.795000,0.782625,0.815000,0.822250,0.880000,4.408864,0.919230,5.328095,5.863734,0.405849,6.269583,17.454835,0.386543,17.841378,77.400122,5.977894,83.378017,13.118727,7.289171,20.407898,4.904384,1.649363,6.553748
16390,0.829753,0.850000,0.758951,0.730000,0.826358,0.870000,0.786111,0.800000,0.783086,0.820000,0.822654,0.855000,4.479064,0.930796,5.409860,5.933502,0.410801,6.344303,17.670469,0.391258,18.061728,78.546387,6.056829,84.603216,13.267521,7.373765,20.641287,4.960131,1.667317,6.627448
16590,0.829695,0.825000,0.758415,0.715000,0.825793,0.780000,0.786463,0.815000,0.782622,0.745000,0.822317,0.795000,4.550918,0.942855,5.493773,6.004387,0.415774,6.420161,17.884296,0.396029,18.280325,79.750328,6.136642,85.886970,13.428941,7.460169,20.889110,5.022640,1.688658,6.711298
16790,0.829639,0.825000,0.758735,0.785000,0.825964,0.840000,0.786687,0.805000,0.783193,0.830000,0.822651,0.850000,4.617857,0.954505,5.572362,6.072762,0.420668,6.493429,18.085059,0.400706,18.485766,80.843101,6.213534,87.056635,13.579441,7.546536,21.125977,5.089116,1.712401,6.801517
16990,0.829167,0.790000,0.757976,0.695000,0.825298,0.770000,0.786012,0.730000,0.783095,0.775000,0.822202,0.785000,4.695330,0.966170,5.661500,6.142429,0.425590,6.568019,18.299345,0.405550,18.704895,81.988858,6.290070,88.278928,13.738558,7.634855,21.373414,5.166489,1.739072,6.905561
17190,0.829176,0.830000,0.757000,0.675000,0.824765,0.780000,0.785941,0.780000,0.782706,0.750000,0.822353,0.835000,4.765875,0.977858,5.743734,6.212861,0.430542,6.643403,18.503741,0.410264,18.914005,83.121522,6.369509,89.491031,13.896219,7.724569,21.620788,5.246586,1.768606,7.015192
17390,0.828895,0.805000,0.757151,0.770000,0.823837,0.745000,0.785756,0.770000,0.782674,0.780000,0.822384,0.825000,4.835544,0.989663,5.825207,6.283179,0.435525,6.718704,18.698653,0.414999,19.113653,84.238946,6.448458,90.687404,14.048294,7.815158,21.863451,5.331161,1.801198,7.132358
17590,0.829138,0.850000,0.757644,0.800000,0.824310,0.865000,0.786494,0.850000,0.783103,0.820000,0.823161,0.890000,4.904699,1.001526,5.906225,6.352219,0.440524,6.792743,18.893377,0.419731,19.313108,85.349616,6.528539,91.878155,14.208914,7.905571,22.114485,5.416919,1.830635,7.247553
17790,0.829545,0.865000,0.758125,0.800000,0.824375,0.830000,0.787273,0.855000,0.783239,0.795000,0.823580,0.860000,4.985816,1.013117,5.998933,6.421429,0.445604,6.867033,19.108812,0.424433,19.533245,86.404040,6.607519,93.011559,14.372820,7.996794,22.369613,5.474116,1.848719,7.322834
17990,0.830056,0.875000,0.759213,0.855000,0.825281,0.905000,0.788258,0.875000,0.783764,0.830000,0.823989,0.860000,5.056186,1.024626,6.080812,6.489097,0.450570,6.939667,19.325500,0.429133,19.754634,87.465518,6.685360,94.150877,14.530074,8.087977,22.618051,5.537437,1.869447,7.406885
18190,0.830778,0.895000,0.759722,0.805000,0.825944,0.885000,0.789167,0.870000,0.784000,0.805000,0.824722,0.890000,5.129056,1.036508,6.165564,6.556118,0.455631,7.011748,19.540457,0.433913,19.974370,88.530084,6.763437,95.293521,14.691987,8.178541,22.870528,5.610264,1.892986,7.503250
18390,0.830220,0.780000,0.758626,0.660000,0.825934,0.825000,0.789066,0.780000,0.784066,0.790000,0.824396,0.795000,5.199507,1.048033,6.247540,6.627164,0.460592,7.087756,19.755153,0.438608,20.193762,89.580126,6.843776,96.423902,14.845405,8.268341,23.113746,5.684801,1.919300,7.604101
18590,0.830054,0.815000,0.758207,0.720000,0.826196,0.850000,0.789185,0.800000,0.784239,0.800000,0.824728,0.855000,5.267455,1.059330,6.326785,6.702654,0.465579,7.168232,19.970904,0.443384,20.414288,90.632577,6.924127,97.556703,15.004763,8.359356,23.364119,5.763883,1.948572,7.712456
18790,0.829731,0.800000,0.757796,0.720000,0.826022,0.810000,0.789409,0.810000,0.784301,0.790000,0.824839,0.835000,5.344763,1.070449,6.415212,6.774805,0.470552,7.245357,20.184327,0.448202,20.632530,91.688275,7.004414,98.692689,15.172437,8.450405,23.622842,5.847807,1.980687,7.828494
18990,0.829628,0.820000,0.757660,0.745000,0.825745,0.800000,0.789947,0.840000,0.784043,0.760000,0.824947,0.835000,5.415155,1.081494,6.496649,6.845607,0.475551,7.321158,20.391025,0.452938,20.843963,92.762202,7.085218,99.847421,15.328723,8.542312,23.871035,5.937158,2.015872,7.953030
19190,0.828368,0.710000,0.757737,0.765000,0.825684,0.820000,0.789789,0.775000,0.784105,0.790000,0.824632,0.795000,5.488889,1.092062,6.580951,6.914488,0.480584,7.395072,20.606304,0.457713,21.064017,93.781857,7.167194,100.949051,15.490733,8.632638,24.123370,6.032170,2.053581,8.085751
19390,0.828125,0.805000,0.757917,0.775000,0.825885,0.845000,0.790156,0.825000,0.784167,0.790000,0.825052,0.865000,5.557487,1.103518,6.661005,6.984833,0.485541,7.470373,20.823611,0.462441,21.286052,94.943054,7.248470,102.191524,15.656255,8.729217,24.385473,6.133339,2.094827,8.228167
19590,0.827732,0.790000,0.757887,0.755000,0.825928,0.830000,0.790258,0.800000,0.783660,0.735000,0.824794,0.800000,5.631756,1.114932,6.746689,7.054681,0.490518,7.545199,21.038865,0.467202,21.506067,96.086931,7.328115,103.415046,15.805870,8.819551,24.625421,6.238218,2.138399,8.376617
19790,0.827245,0.780000,0.757500,0.720000,0.825969,0.830000,0.789694,0.735000,0.783673,0.785000,0.824694,0.815000,5.706742,1.126581,6.833322,7.125423,0.495458,7.620881,21.252964,0.471957,21.724921,97.182559,7.409026,104.591585,15.966976,8.909797,24.876772,6.348318,2.185019,8.533336
19990,0.827071,0.810000,0.757020,0.710000,0.826667,0.895000,0.790000,0.820000,0.783283,0.745000,0.824798,0.835000,5.779133,1.138412,6.917545,7.196147,0.500398,7.696545,21.468234,0.476715,21.944949,98.352811,7.489844,105.842655,16.122115,9.000142,25.122257,6.465327,2.234957,8.700284
20190,0.826900,0.810000,0.757400,0.795000,0.827050,0.865000,0.789950,0.785000,0.783650,0.820000,0.824950,0.840000,5.855234,1.150007,7.005241,7.265496,0.505401,7.770897,21.684000,0.481528,22.165527,99.499465,7.570666,107.070131,16.288363,9.091000,25.379363,6.586816,2.287404,8.874220
20390,0.826535,0.790000,0.756980,0.715000,0.827129,0.835000,0.789851,0.780000,0.783267,0.745000,0.824554,0.785000,5.933949,1.161527,7.095476,7.335555,0.510363,7.845918,21.899010,0.486235,22.385245,100.626141,7.650734,108.276875,16.447288,9.180983,25.628271,6.712028,2.343105,9.055133
20590,0.826176,0.790000,0.756765,0.735000,0.827059,0.820000,0.789853,0.790000,0.783137,0.770000,0.824608,0.830000,6.012303,1.173419,7.185722,7.405625,0.515311,7.920936,22.113280,0.490924,22.604205,101.768073,7.730539,109.498613,16.600778,9.271100,25.871878,6.842052,2.401622,9.243674
20790,0.826408,0.850000,0.756796,0.760000,0.827184,0.840000,0.790146,0.820000,0.782961,0.765000,0.825194,0.885000,6.096305,1.185847,7.282153,7.474802,0.520302,7.995104,22.326499,0.495634,22.822133,102.925403,7.810875,110.736279,16.765756,9.362057,26.127813,7.272205,2.460268,9.732472
20990,0.826154,0.800000,0.756827,0.760000,0.826875,0.795000,0.790385,0.815000,0.783029,0.790000,0.825240,0.830000,6.175302,1.198453,7.373755,7.544738,0.525323,8.070062,22.531633,0.500441,23.032074,104.097899,7.895399,111.993298,16.930353,9.453963,26.384315,7.436055,2.521237,9.957292
21190,0.826095,0.820000,0.756429,0.715000,0.826810,0.820000,0.789714,0.720000,0.782619,0.740000,0.825048,0.805000,6.251087,1.210509,7.461596,7.615122,0.530258,8.145380,22.745735,0.505157,23.250892,105.267447,7.975646,113.243093,17.087639,9.545249,26.632888,7.601624,2.585371,10.186996
21390,0.826038,0.820000,0.755660,0.675000,0.827075,0.855000,0.789953,0.815000,0.782594,0.780000,0.825142,0.835000,6.333785,1.222804,7.556590,7.686457,0.535270,8.221727,22.961516,0.509955,23.471471,106.392413,8.055382,114.447795,17.254053,9.636684,26.890737,7.774219,2.652379,10.426598
21590,0.825888,0.810000,0.755841,0.775000,0.827243,0.845000,0.790000,0.795000,0.782664,0.790000,0.825234,0.835000,6.423131,1.234893,7.658023,7.756121,0.540315,8.296436,23.177199,0.514656,23.691855,107.625064,8.135612,115.760676,17.406660,9.728166,27.134825,7.950550,2.721685,10.672234
21790,0.826389,0.880000,0.756111,0.785000,0.827639,0.870000,0.790324,0.825000,0.782731,0.790000,0.825231,0.825000,6.498102,1.246672,7.744774,7.824786,0.545299,8.370085,23.392797,0.519382,23.912179,108.815902,8.215544,117.031446,17.566686,9.818595,27.385280,8.351695,2.789555,11.141249
21990,0.826376,0.825000,0.756009,0.745000,0.827385,0.800000,0.790275,0.785000,0.782661,0.775000,0.825000,0.800000,6.572631,1.258790,7.831421,7.895435,0.550287,8.445722,23.607518,0.524095,24.131613,110.004912,8.297655,118.302567,17.731459,9.910598,27.642056,8.512403,2.848598,11.361001
22190,0.826727,0.865000,0.756682,0.830000,0.827227,0.810000,0.790455,0.810000,0.782955,0.815000,0.824955,0.820000,6.657867,1.270761,7.928628,7.963538,0.555228,8.518766,23.811006,0.528767,24.339774,111.227246,8.378984,119.606229,17.893475,10.002475,27.895950,8.649462,2.890041,11.539503
22390,0.826982,0.855000,0.756937,0.785000,0.827027,0.805000,0.790586,0.805000,0.783333,0.825000,0.825045,0.835000,6.736478,1.282585,8.019063,8.032494,0.560231,8.592725,24.018634,0.533458,24.552092,112.392936,8.458974,120.851910,18.062748,10.093826,28.156574,8.707936,2.908023,11.615959
22590,0.827321,0.865000,0.757098,0.775000,0.827143,0.840000,0.790893,0.825000,0.783393,0.790000,0.824911,0.810000,6.816036,1.294380,8.110416,8.101995,0.565197,8.667193,24.222388,0.538242,24.760630,113.546073,8.539782,122.085855,18.224720,10.184420,28.409140,8.767057,2.927118,11.694175
22790,0.827743,0.875000,0.757699,0.825000,0.826991,0.810000,0.791327,0.840000,0.783496,0.795000,0.825044,0.840000,6.897490,1.306373,8.203862,8.171076,0.570289,8.741366,24.435746,0.542957,24.978703,114.770916,8.620846,123.391762,18.381341,10.275367,28.656708,8.834012,2.949080,11.783092
22990,0.827939,0.850000,0.757982,0.790000,0.826886,0.815000,0.791491,0.810000,0.783640,0.800000,0.825307,0.855000,6.974184,1.318473,8.292657,8.240605,0.575239,8.815844,24.640840,0.547629,25.188470,115.954669,8.702642,124.657311,18.544671,10.366255,28.910926,8.899855,2.969669,11.869524
23190,0.828217,0.860000,0.758348,0.800000,0.826652,0.800000,0.791870,0.835000,0.783478,0.765000,0.825478,0.845000,7.049109,1.330213,8.379322,8.310804,0.580188,8.890993,24.847761,0.552345,25.400106,117.216723,8.783508,126.000231,18.707223,10.457201,29.164424,8.959924,2.988992,11.948917
23390,0.828448,0.855000,0.759397,0.880000,0.827284,0.900000,0.792629,0.880000,0.783621,0.800000,0.825776,0.860000,7.128542,1.342312,8.470854,8.377697,0.585128,8.962826,25.057161,0.557164,25.614324,118.340549,8.863919,127.204468,18.868784,10.547621,29.416406,9.034023,3.009284,12.043307
23590,0.828376,0.820000,0.759402,0.760000,0.826709,0.760000,0.792350,0.760000,0.783590,0.780000,0.825769,0.825000,7.211885,1.354345,8.566230,8.447319,0.590039,9.037358,25.260779,0.561833,25.822612,119.499792,8.945693,128.445484,19.031161,10.639018,29.670179,9.098272,3.030578,12.128850
23790,0.827966,0.780000,0.758347,0.635000,0.825720,0.710000,0.791737,0.720000,0.783008,0.715000,0.825593,0.805000,7.289982,1.366027,8.656009,8.519173,0.594968,9.114141,25.461440,0.566562,26.028002,120.730632,9.027563,129.758195,19.191416,10.728978,29.920394,9.167265,3.054577,12.221843
23990,0.827857,0.815000,0.758193,0.740000,0.825420,0.790000,0.791891,0.810000,0.782689,0.745000,0.825714,0.840000,7.370211,1.378156,8.748367,8.589311,0.599915,9.189226,25.666025,0.571264,26.237289,121.960596,9.110473,131.071069,19.353763,10.820067,30.173829,9.242762,3.081182,12.323944
24190,0.827792,0.820000,0.758458,0.790000,0.825417,0.825000,0.792208,0.830000,0.782625,0.775000,0.825667,0.820000,7.451469,1.390126,8.841595,8.658273,0.604865,9.263137,25.880619,0.575952,26.456571,123.191991,9.190954,132.382945,19.514077,10.910641,30.424718,9.322577,3.108371,12.430949
24390,0.827686,0.815000,0.758140,0.720000,0.825868,0.880000,0.792438,0.820000,0.782562,0.775000,0.825537,0.810000,7.529503,1.402596,8.932099,8.729161,0.609857,9.339018,26.096015,0.580651,26.676666,124.376457,9.274661,133.651117,19.670111,11.001627,30.671738,9.374831,3.125204,12.500035
24590,0.827787,0.840000,0.758156,0.760000,0.825984,0.840000,0.792664,0.820000,0.782582,0.785000,0.825246,0.790000,7.603794,1.414450,9.018245,8.799820,0.614809,9.414629,26.304030,0.585491,26.889522,125.587924,9.357597,134.945520,19.831623,11.100735,30.932357,9.426801,3.141826,12.568627
24790,0.827805,0.830000,0.758008,0.740000,0.825772,0.800000,0.792683,0.795000,0.782561,0.780000,0.825244,0.825000,7.676743,1.426128,9.102871,8.869229,0.619844,9.489073,26.505299,0.590163,27.095462,126.858969,9.438580,136.297549,19.981609,11.191255,31.172865,9.491419,3.160806,12.652226
24990,0.827621,0.805000,0.757984,0.755000,0.825565,0.800000,0.792944,0.825000,0.782258,0.745000,0.825161,0.815000,7.761651,1.438309,9.199960,8.939605,0.624812,9.564417,26.707339,0.594877,27.302216,128.027977,9.521724,137.549700,20.142430,11.281611,31.424042,9.554963,3.180161,12.735124
25190,0.827680,0.835000,0.758480,0.820000,0.825280,0.790000,0.793160,0.820000,0.782440,0.805000,0.825080,0.815000,7.839232,1.450273,9.289504,9.008429,0.629772,9.638201,26.913312,0.599754,27.513066,129.276588,9.604773,138.881361,20.305502,11.372562,31.678064,9.615423,3.196644,12.812067
