id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],mean_acc_[MCCVM$_5$],current_acc_[MCCVM$_5$],mean_acc_[MCCVM$_{300}$],current_acc_[MCCVM$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{300}$],model_size_[MCCVM$_5$],model_size_[MCCVM$_{300}$]
30999,0.306039,0.365000,0.454351,0.440000,0.572175,0.570000,0.138409,0.105000,0.156526,0.220000,129.233398,163.913086,2327.866211,22.476562,93.910156
31199,0.306452,0.370000,0.454968,0.550000,0.572613,0.640000,0.138161,0.100000,0.156419,0.140000,129.233398,163.913086,2285.151367,22.476562,90.109375
31399,0.307147,0.415000,0.454936,0.450000,0.572500,0.555000,0.138077,0.125000,0.156474,0.165000,129.233398,163.577148,2246.838867,22.476562,115.250000
31599,0.307707,0.395000,0.455127,0.485000,0.573185,0.680000,0.137994,0.125000,0.156338,0.135000,129.233398,163.913086,2269.866211,22.476562,101.503906
31799,0.308354,0.410000,0.455158,0.460000,0.573418,0.610000,0.137880,0.120000,0.156487,0.180000,129.233398,163.913086,2269.956055,22.476562,100.539062
31999,0.308994,0.410000,0.455472,0.505000,0.573522,0.590000,0.137925,0.145000,0.156352,0.135000,129.233398,163.577148,2241.608398,22.476562,99.199219
32199,0.309469,0.385000,0.455906,0.525000,0.573750,0.610000,0.138031,0.155000,0.156375,0.160000,129.233398,163.913086,2350.463867,22.476562,79.375000
32399,0.310093,0.410000,0.455839,0.445000,0.574130,0.635000,0.137857,0.110000,0.156335,0.150000,129.233398,162.139648,2335.877930,22.476562,71.652344
32599,0.310926,0.445000,0.456019,0.485000,0.574691,0.665000,0.137994,0.160000,0.156574,0.195000,129.233398,163.577148,2324.549805,22.476562,97.667969
32799,0.311595,0.420000,0.456012,0.455000,0.575031,0.630000,0.137761,0.100000,0.156442,0.135000,129.233398,163.913086,2320.057617,22.476562,79.417969
32999,0.312195,0.410000,0.455976,0.450000,0.575610,0.670000,0.137713,0.130000,0.156463,0.160000,129.233398,163.913086,2389.616211,22.476562,82.699219
33199,0.312545,0.370000,0.456242,0.500000,0.576030,0.645000,0.137909,0.170000,0.156636,0.185000,129.233398,162.936523,2231.639648,22.476562,68.886719
33399,0.313102,0.405000,0.456325,0.470000,0.575964,0.565000,0.138193,0.185000,0.156386,0.115000,129.233398,163.913086,2325.190430,22.476562,101.171875
33599,0.314042,0.470000,0.456257,0.445000,0.576317,0.635000,0.138293,0.155000,0.156347,0.150000,129.233398,163.577148,2344.987305,22.476562,78.640625
33799,0.314583,0.405000,0.456220,0.450000,0.576012,0.525000,0.138185,0.120000,0.156161,0.125000,129.233398,163.577148,2380.534180,22.476562,92.445312
33999,0.315059,0.395000,0.456331,0.475000,0.575947,0.565000,0.138284,0.155000,0.156391,0.195000,129.233398,163.913086,2318.038086,22.476562,89.476562
34199,0.315559,0.400000,0.456588,0.500000,0.575912,0.570000,0.138265,0.135000,0.156147,0.115000,129.233398,162.905273,2359.288086,22.476562,86.300781
34399,0.316053,0.400000,0.457018,0.530000,0.576140,0.615000,0.138187,0.125000,0.156520,0.220000,129.233398,163.577148,2302.983398,22.476562,102.652344
34599,0.316541,0.400000,0.457093,0.470000,0.576076,0.565000,0.138227,0.145000,0.156366,0.130000,129.233398,163.913086,2390.932617,22.476562,83.730469
34799,0.317197,0.430000,0.456965,0.435000,0.576243,0.605000,0.138208,0.135000,0.156647,0.205000,129.233398,163.913086,2347.264648,22.476562,68.199219
34999,0.317845,0.430000,0.456724,0.415000,0.576609,0.640000,0.138190,0.135000,0.156552,0.140000,129.233398,163.577148,2306.823242,22.476562,90.320312
35199,0.318314,0.400000,0.456943,0.495000,0.576657,0.585000,0.138086,0.120000,0.156429,0.135000,129.233398,162.444336,2287.702148,22.476562,89.859375
35399,0.318665,0.380000,0.456960,0.460000,0.576733,0.590000,0.138182,0.155000,0.156193,0.115000,129.233398,163.241211,2331.663086,22.476562,64.242188
35599,0.319209,0.415000,0.457006,0.465000,0.577203,0.660000,0.138277,0.155000,0.156186,0.155000,129.233398,163.241211,2380.377930,22.476562,86.316406
35799,0.319916,0.445000,0.457107,0.475000,0.577528,0.635000,0.138146,0.115000,0.156180,0.155000,129.233398,163.241211,2426.518555,22.476562,63.066406
35999,0.320251,0.380000,0.457123,0.460000,0.577570,0.585000,0.137961,0.105000,0.156313,0.180000,129.233398,163.577148,2358.510742,22.476562,103.269531
36199,0.321139,0.480000,0.457417,0.510000,0.577806,0.620000,0.138028,0.150000,0.156000,0.100000,129.233398,162.936523,2388.518555,22.476562,89.957031
36399,0.321934,0.465000,0.457459,0.465000,0.578343,0.675000,0.138343,0.195000,0.156160,0.185000,129.233398,163.577148,2395.979492,22.476562,65.699219
36599,0.322610,0.445000,0.457747,0.510000,0.578407,0.590000,0.138269,0.125000,0.155824,0.095000,127.983398,162.936523,2451.975586,22.476562,93.558594
36799,0.323060,0.405000,0.457869,0.480000,0.578115,0.525000,0.138251,0.135000,0.155902,0.170000,129.233398,163.241211,2416.170898,22.476562,75.824219
36999,0.323560,0.415000,0.457989,0.480000,0.578016,0.560000,0.138234,0.135000,0.155489,0.080000,129.233398,163.913086,2374.842773,22.476562,109.800781
37199,0.323946,0.395000,0.457784,0.420000,0.577946,0.565000,0.138243,0.140000,0.155595,0.175000,129.233398,163.577148,2407.717773,22.476562,84.621094
37399,0.324543,0.435000,0.457876,0.475000,0.577715,0.535000,0.138199,0.130000,0.155323,0.105000,129.233398,163.272461,2342.487305,22.476562,82.812500
37599,0.325160,0.440000,0.457620,0.410000,0.577861,0.605000,0.138075,0.115000,0.155428,0.175000,129.233398,163.913086,2323.170898,22.476562,93.734375
37799,0.325718,0.430000,0.457447,0.425000,0.577872,0.580000,0.138191,0.160000,0.155372,0.145000,129.233398,163.913086,2353.432617,22.476562,97.800781
37999,0.326164,0.410000,0.457804,0.525000,0.577963,0.595000,0.138201,0.140000,0.155397,0.160000,129.233398,163.577148,2322.799805,22.476562,78.601562
38199,0.326974,0.480000,0.457842,0.465000,0.577816,0.550000,0.138289,0.155000,0.155421,0.160000,129.233398,163.272461,2256.948242,22.476562,98.992188
38399,0.327644,0.455000,0.457932,0.475000,0.577696,0.555000,0.138272,0.135000,0.155497,0.170000,129.233398,163.577148,2301.967773,22.476562,74.917969
38599,0.328177,0.430000,0.457917,0.455000,0.577734,0.585000,0.138255,0.135000,0.155417,0.140000,129.233398,162.936523,2269.358398,22.476562,93.488281
38799,0.328523,0.395000,0.457798,0.435000,0.577228,0.480000,0.138187,0.125000,0.155285,0.130000,129.233398,165.049805,2254.510742,22.476562,79.285156
38999,0.328969,0.415000,0.457680,0.435000,0.577010,0.535000,0.138041,0.110000,0.155052,0.110000,129.233398,162.936523,2298.073242,22.476562,100.261719
39199,0.329487,0.430000,0.457487,0.420000,0.576974,0.570000,0.138205,0.170000,0.155256,0.195000,129.233398,163.577148,2347.799805,22.476562,99.523438
39399,0.329923,0.415000,0.457602,0.480000,0.576939,0.570000,0.138214,0.140000,0.154923,0.090000,129.233398,162.905273,2402.424805,22.476562,86.000000
39599,0.330787,0.500000,0.457741,0.485000,0.577030,0.595000,0.138198,0.135000,0.154746,0.120000,129.233398,163.241211,2428.416992,22.476562,67.937500
39799,0.331111,0.395000,0.457551,0.420000,0.576995,0.570000,0.138106,0.120000,0.154646,0.135000,129.233398,163.577148,2341.561523,22.476562,77.652344
39999,0.331709,0.450000,0.457613,0.470000,0.576884,0.555000,0.138216,0.160000,0.154523,0.130000,129.233398,163.577148,2332.510742,22.476562,76.925781
40199,0.332375,0.465000,0.457825,0.500000,0.577050,0.610000,0.138325,0.160000,0.154625,0.175000,129.233398,163.577148,2338.409180,22.476562,74.847656
40399,0.333060,0.470000,0.457711,0.435000,0.576766,0.520000,0.138284,0.130000,0.154851,0.200000,129.233398,162.936523,2330.612305,22.476562,89.449219
40599,0.333515,0.425000,0.457624,0.440000,0.577153,0.655000,0.138168,0.115000,0.154752,0.135000,129.233398,162.600586,2356.323242,22.476562,94.839844
40799,0.334138,0.460000,0.457635,0.460000,0.577217,0.590000,0.138128,0.130000,0.155123,0.230000,127.952148,163.913086,2454.487305,22.476562,88.972656
40999,0.334706,0.450000,0.457377,0.405000,0.576912,0.515000,0.138137,0.140000,0.154902,0.110000,127.952148,163.913086,2439.299805,22.476562,103.164062
41199,0.335073,0.410000,0.457390,0.460000,0.576854,0.565000,0.138195,0.150000,0.154854,0.145000,129.233398,163.241211,2371.913086,22.132812,80.984375
41399,0.335728,0.470000,0.457209,0.420000,0.576650,0.535000,0.138083,0.115000,0.154830,0.150000,127.952148,163.913086,2407.678711,22.476562,97.902344
41599,0.336449,0.485000,0.457367,0.490000,0.576836,0.615000,0.138116,0.145000,0.154662,0.120000,127.983398,161.624023,2476.389648,22.476562,80.308594
41799,0.337163,0.485000,0.457620,0.510000,0.577019,0.615000,0.137981,0.110000,0.154375,0.095000,127.952148,163.577148,2425.416992,22.476562,90.902344
41999,0.337847,0.480000,0.457727,0.480000,0.576722,0.515000,0.138086,0.160000,0.154282,0.135000,127.983398,162.600586,2453.952148,22.476562,107.632812
42199,0.338476,0.470000,0.457833,0.480000,0.576690,0.570000,0.138071,0.135000,0.154190,0.135000,129.233398,163.913086,2378.178711,22.476562,100.679688
42399,0.339100,0.470000,0.458152,0.525000,0.576588,0.555000,0.138152,0.155000,0.154005,0.115000,129.233398,163.577148,2293.135742,22.476562,103.835938
42599,0.339434,0.410000,0.458160,0.460000,0.576509,0.560000,0.138208,0.150000,0.153915,0.135000,129.233398,163.241211,2203.698242,22.476562,80.738281
42799,0.340070,0.475000,0.457770,0.375000,0.576197,0.510000,0.138263,0.150000,0.154085,0.190000,129.233398,163.913086,2222.713867,22.476562,79.179688
42999,0.340631,0.460000,0.457687,0.440000,0.576379,0.615000,0.138271,0.140000,0.154159,0.170000,129.233398,163.577148,2219.459961,22.476562,101.511719
43199,0.341302,0.485000,0.457930,0.510000,0.576488,0.600000,0.138302,0.145000,0.154163,0.155000,129.233398,163.913086,2214.362305,22.476562,110.320312
43399,0.341944,0.480000,0.457847,0.440000,0.576736,0.630000,0.138241,0.125000,0.154144,0.150000,129.233398,163.241211,2211.940430,22.476562,82.734375
43599,0.342512,0.465000,0.457535,0.390000,0.576659,0.560000,0.138226,0.135000,0.153917,0.105000,129.233398,163.577148,2284.499023,22.476562,75.031250
43799,0.343349,0.525000,0.457706,0.495000,0.576583,0.560000,0.138257,0.145000,0.153876,0.145000,129.233398,163.577148,2275.100586,22.476562,99.664062
43999,0.343767,0.435000,0.457671,0.450000,0.576598,0.580000,0.138311,0.150000,0.153790,0.135000,129.233398,163.241211,2299.022461,22.476562,91.125000
44199,0.344205,0.440000,0.457864,0.500000,0.576659,0.590000,0.138409,0.160000,0.153864,0.170000,129.233398,163.913086,2267.670898,22.476562,106.000000
44399,0.344774,0.470000,0.457760,0.435000,0.576697,0.585000,0.138529,0.165000,0.153756,0.130000,129.233398,163.913086,2303.780273,22.476562,90.445312
44599,0.345405,0.485000,0.457883,0.485000,0.576599,0.555000,0.138514,0.135000,0.153671,0.135000,129.233398,163.577148,2289.334961,22.476562,75.925781
44799,0.346076,0.495000,0.457780,0.435000,0.576614,0.580000,0.138565,0.150000,0.153543,0.125000,129.233398,163.913086,2336.862305,22.476562,96.335938
44999,0.346473,0.435000,0.457634,0.425000,0.576406,0.530000,0.138549,0.135000,0.153438,0.130000,129.233398,163.577148,2345.061523,22.476562,99.859375
45199,0.347067,0.480000,0.457622,0.455000,0.576511,0.600000,0.138578,0.145000,0.153289,0.120000,129.233398,162.936523,2362.159180,22.132812,111.226562
45399,0.347677,0.485000,0.457212,0.365000,0.576527,0.580000,0.138650,0.155000,0.152942,0.075000,129.233398,163.577148,2243.088867,22.476562,86.648438
45599,0.348128,0.450000,0.457115,0.435000,0.576696,0.615000,0.138546,0.115000,0.152753,0.110000,129.233398,163.577148,2418.416992,22.476562,73.027344
45799,0.348772,0.495000,0.457127,0.460000,0.576579,0.550000,0.138706,0.175000,0.152917,0.190000,129.233398,163.241211,2372.936523,22.476562,54.875000
45999,0.349694,0.560000,0.457183,0.470000,0.576747,0.615000,0.138668,0.130000,0.153210,0.220000,129.233398,163.913086,2386.702148,22.476562,86.972656
46199,0.350174,0.460000,0.457283,0.480000,0.576761,0.580000,0.138630,0.130000,0.153543,0.230000,129.233398,162.264648,2376.635742,22.476562,93.082031
46399,0.350909,0.520000,0.457165,0.430000,0.576905,0.610000,0.138506,0.110000,0.153442,0.130000,129.233398,163.913086,2345.334961,22.476562,95.835938
46599,0.351659,0.525000,0.457134,0.450000,0.577198,0.645000,0.138341,0.100000,0.153384,0.140000,129.233398,163.913086,2345.905273,22.476562,101.949219
46799,0.352253,0.490000,0.456996,0.425000,0.577318,0.605000,0.138133,0.090000,0.153412,0.160000,129.233398,163.913086,2282.573242,22.476562,66.214844
46999,0.352350,0.375000,0.457073,0.475000,0.577500,0.620000,0.138141,0.140000,0.153504,0.175000,129.233398,163.913086,2357.905273,22.476562,105.332031
47199,0.352872,0.475000,0.457128,0.470000,0.577617,0.605000,0.138064,0.120000,0.153574,0.170000,129.233398,163.577148,2345.428711,22.476562,88.382812
47399,0.353390,0.475000,0.457034,0.435000,0.577627,0.580000,0.138008,0.125000,0.153496,0.135000,129.233398,163.913086,2373.948242,22.476562,101.171875
47599,0.354114,0.525000,0.457278,0.515000,0.577743,0.605000,0.138059,0.150000,0.153376,0.125000,129.233398,163.913086,2399.030273,22.476562,66.132812
47799,0.354622,0.475000,0.457122,0.420000,0.577899,0.615000,0.138130,0.155000,0.153340,0.145000,127.983398,163.913086,2490.831055,22.132812,109.910156
47999,0.355126,0.475000,0.456987,0.425000,0.577803,0.555000,0.138222,0.160000,0.153389,0.165000,129.233398,162.936523,2431.420898,22.476562,95.386719
48199,0.355812,0.520000,0.456958,0.450000,0.578000,0.625000,0.138208,0.135000,0.153417,0.160000,129.233398,163.913086,2415.827148,22.476562,87.058594
48399,0.356162,0.440000,0.456805,0.420000,0.578029,0.585000,0.138299,0.160000,0.153506,0.175000,129.233398,163.577148,2450.069336,22.476562,102.148438
48599,0.356798,0.510000,0.456963,0.495000,0.578120,0.600000,0.138409,0.165000,0.153781,0.220000,129.233398,163.241211,2527.006836,22.476562,88.429688
48799,0.357181,0.450000,0.456708,0.395000,0.577901,0.525000,0.138395,0.135000,0.153560,0.100000,129.108398,163.913086,2518.604492,22.476562,101.242188
48999,0.357623,0.465000,0.456762,0.470000,0.578094,0.625000,0.138422,0.145000,0.153402,0.115000,129.233398,163.272461,2479.948242,22.476562,92.808594
49199,0.358286,0.520000,0.457061,0.530000,0.578204,0.605000,0.138347,0.120000,0.153306,0.130000,129.233398,163.913086,2315.995117,22.476562,90.074219
49399,0.358862,0.500000,0.457154,0.480000,0.578130,0.560000,0.138374,0.145000,0.153211,0.130000,129.233398,163.241211,2334.198242,22.476562,64.597656
49599,0.359595,0.540000,0.457267,0.485000,0.578320,0.625000,0.138239,0.105000,0.153300,0.175000,129.233398,163.913086,2328.717773,22.476562,77.722656
49799,0.360242,0.520000,0.457157,0.430000,0.578347,0.585000,0.138145,0.115000,0.153488,0.200000,129.233398,163.913086,2363.745117,22.476562,97.773438
49999,0.361024,0.555000,0.457249,0.480000,0.578333,0.575000,0.138072,0.120000,0.153554,0.170000,129.233398,163.913086,2370.581055,22.476562,94.929688
